법정동명,지하철역,버스정류소,서점,골프연습장업,목욕장업,석유판매업,세탁업,영화상영관,제과점영업,체력단련장업,병원,약국,의원,치안센터,경찰서,119안전센터,공원수,노래방수,당구장,음식점수,장보기시설,쇼핑시설,유흥주점,헬스시설,다방,커피숍,패스트푸드,편의점,마트,음식점
후암동,0,19,1,1,3,1,6,0,5,1,0,5,14,0,1,1,0,3,2,187,0.0,0.0,0.0,2.0,0.0,16.0,1.0,8.0,0.0,106.0
용산동2가,0,26,4,0,1,0,3,0,5,1,0,2,6,1,0,0,0,2,2,252,0.0,0.0,0.0,0.0,0.0,16.0,1.0,10.0,0.0,159.0
용산동4가,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
갈월동,1,9,1,0,1,0,2,0,5,2,0,4,26,0,0,0,0,3,4,106,0.0,0.0,0.0,4.0,1.0,12.0,2.0,5.0,0.0,53.0
남영동,0,3,0,1,0,1,0,0,0,5,0,2,8,0,0,0,0,7,2,144,1.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0,82.0
용산동1가,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
동자동,1,6,1,2,1,1,2,0,13,1,0,2,4,1,0,0,0,2,4,171,0.0,0.0,0.0,1.0,0.0,14.0,3.0,7.0,0.0,95.0
서계동,0,8,0,0,0,2,3,0,3,1,1,2,8,0,0,0,0,3,2,104,1.0,0.0,0.0,1.0,0.0,11.0,1.0,2.0,1.0,58.0
청파동1가,0,3,0,1,0,0,5,0,0,1,0,2,1,0,0,0,0,1,0,39,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,21.0
청파동2가,0,10,1,0,1,0,3,0,3,1,0,2,2,0,0,0,0,3,0,107,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,51.0
청파동3가,0,3,1,2,2,0,2,0,2,1,0,2,4,1,0,0,0,1,1,113,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,61.0
원효로1가,0,10,0,1,0,0,3,0,5,5,0,0,9,0,1,0,0,1,0,116,1.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,1.0,78.0
원효로2가,0,5,0,0,0,1,1,0,2,0,0,2,10,0,0,0,0,5,1,100,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,46.0
신창동,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0
산천동,0,2,0,2,0,0,1,0,3,0,0,1,4,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0
청암동,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
원효로3가,0,4,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,4,0,62,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,33.0
원효로4가,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,24,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0
효창동,1,14,0,0,0,0,1,0,3,1,0,5,7,0,0,0,1,0,2,50,0.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0,24.0
도원동,0,6,0,0,1,0,2,0,4,0,0,0,3,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0
용문동,0,11,0,0,1,0,3,0,4,0,0,0,11,0,0,0,0,4,1,91,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,58.0
문배동,0,6,0,0,0,0,4,0,1,1,0,1,0,0,0,0,3,0,0,25,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,15.0
신계동,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,54,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0
한강로1가,2,5,0,1,0,1,4,0,3,0,0,1,7,0,1,0,0,5,3,147,0.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,90.0
한강로2가,1,11,1,1,0,1,4,0,10,1,0,3,37,0,0,1,0,3,2,370,1.0,2.0,0.0,0.0,3.0,39.0,1.0,6.0,3.0,268.0
용산동3가,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0
용산동5가,1,3,0,0,0,0,1,0,3,1,0,0,2,0,1,0,1,0,0,19,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,16.0
한강로3가,0,22,2,2,3,1,5,28,13,6,0,10,17,0,0,0,2,2,3,347,1.0,2.0,0.0,0.0,0.0,62.0,6.0,9.0,3.0,237.0
이촌동,0,31,0,4,3,1,9,0,6,6,1,4,35,1,0,1,7,1,1,201,1.0,0.0,1.0,7.0,3.0,11.0,0.0,7.0,1.0,99.0
이태원동,1,34,3,1,4,0,10,0,16,9,0,2,24,0,1,1,2,10,2,1043,1.0,1.0,4.0,7.0,0.0,44.0,1.0,16.0,2.0,599.0
한남동,1,39,3,3,2,6,9,0,23,26,1,6,24,1,1,0,3,9,2,770,1.0,0.0,1.0,26.0,1.0,62.0,1.0,8.0,1.0,452.0
동빙고동,0,6,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,14.0
서빙고동,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0
주성동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
용산동6가,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,15,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0
보광동,0,11,1,0,5,2,8,0,2,4,0,6,20,0,1,0,0,5,4,191,1.0,0.0,0.0,2.0,0.0,9.0,1.0,6.0,1.0,97.0
상왕십리동,0,5,0,0,0,0,3,0,1,1,0,1,7,0,0,0,1,1,0,55,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,34.0
하왕십리동,1,27,2,4,2,1,10,0,9,8,1,12,35,1,0,0,4,5,2,185,0.0,0.0,0.0,12.0,0.0,28.0,3.0,14.0,2.0,120.0
홍익동,0,3,0,1,0,1,2,0,3,1,1,2,4,0,1,0,0,5,0,99,0.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,74.0
도선동,0,4,0,0,1,2,6,0,4,7,1,6,27,0,0,1,0,7,6,149,0.0,1.0,13.0,9.0,0.0,10.0,0.0,4.0,1.0,107.0
마장동,1,29,0,4,0,1,9,0,3,2,0,6,21,2,0,0,0,8,9,177,1.0,0.0,1.0,2.0,0.0,10.0,0.0,8.0,1.0,125.0
사근동,0,20,0,0,1,1,4,0,2,0,0,1,0,0,0,0,0,2,1,45,0.0,0.0,0.0,0.0,0.0,13.0,1.0,7.0,0.0,29.0
행당동,4,69,3,6,0,0,18,10,20,11,1,21,60,0,2,1,2,31,15,613,2.0,4.0,2.0,13.0,1.0,58.0,9.0,27.0,6.0,350.0
응봉동,0,31,0,3,1,0,7,0,1,0,0,2,7,0,1,0,0,1,1,27,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,10.0
금호동1가,0,37,0,2,1,0,9,0,1,3,0,6,13,0,0,1,0,3,1,65,1.0,0.0,0.0,0.0,0.0,13.0,2.0,3.0,1.0,46.0
금호동2가,1,18,3,0,0,0,4,0,2,1,0,4,9,0,1,0,1,4,4,92,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,52.0
금호동3가,0,25,1,1,0,0,6,0,5,1,0,10,18,0,0,0,2,4,1,117,2.0,0.0,0.0,0.0,1.0,10.0,2.0,3.0,2.0,76.0
금호동4가,1,28,1,2,2,2,4,0,6,3,0,7,21,1,1,0,1,12,2,102,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,55.0
옥수동,1,44,1,3,2,1,11,0,10,11,0,8,34,0,0,0,2,4,1,132,0.0,1.0,0.0,12.0,0.0,16.0,0.0,6.0,1.0,87.0
성수동1가,1,46,5,7,2,5,13,7,32,13,0,7,29,2,0,0,2,24,11,746,2.0,0.0,0.0,0.0,1.0,107.0,6.0,24.0,1.0,404.0
성수동2가,1,51,1,9,5,6,18,0,26,19,1,18,45,0,2,1,3,40,19,1015,2.0,1.0,0.0,0.0,2.0,115.0,5.0,41.0,2.0,585.0
송정동,0,12,0,0,0,2,5,0,4,1,1,3,3,0,0,0,1,6,2,74,0.0,0.0,2.0,1.0,0.0,11.0,2.0,5.0,0.0,48.0
용답동,3,12,0,2,1,3,4,0,1,3,2,8,21,0,1,0,1,14,5,195,1.0,0.0,2.0,3.0,2.0,26.0,2.0,8.0,0.0,125.0
중곡동,1,87,3,10,7,8,39,0,27,26,1,41,117,0,4,1,1,71,46,872,3.0,3.0,0.0,29.0,0.0,100.0,8.0,50.0,6.0,566.0
능동,3,11,0,2,0,1,4,0,3,4,2,4,16,0,0,1,2,18,5,132,0.0,0.0,0.0,5.0,0.0,29.0,3.0,14.0,0.0,102.0
구의동,2,57,2,20,5,2,43,11,27,41,1,33,103,1,1,1,2,61,43,896,2.0,6.0,4.0,46.0,4.0,116.0,22.0,52.0,9.0,635.0
광장동,1,36,2,5,5,2,9,0,9,9,0,7,25,0,1,0,0,2,8,175,0.0,1.0,0.0,13.0,0.0,42.0,3.0,14.0,1.0,118.0
자양동,1,57,5,21,7,3,54,16,35,41,4,42,123,1,3,0,4,70,68,1031,1.0,6.0,0.0,41.0,1.0,138.0,15.0,59.0,7.0,723.0
화양동,3,17,1,4,0,1,11,1,15,17,3,15,51,0,1,0,1,71,50,901,1.0,1.0,4.0,17.0,0.0,93.0,8.0,32.0,2.0,561.0
군자동,0,25,0,4,1,1,12,9,7,15,1,9,33,0,0,0,0,14,21,342,0.0,1.0,4.0,15.0,0.0,40.0,2.0,13.0,1.0,249.0
신설동,2,10,0,3,2,1,3,0,3,4,1,4,13,1,0,0,0,9,4,232,0.0,2.0,1.0,6.0,0.0,18.0,2.0,10.0,1.0,131.0
용두동,1,28,0,6,2,3,16,0,6,6,5,20,43,1,1,1,2,13,7,368,2.0,1.0,3.0,8.0,2.0,34.0,6.0,23.0,3.0,206.0
제기동,1,28,0,2,1,5,7,0,11,9,2,72,79,0,1,0,1,5,3,484,3.0,0.0,0.0,7.0,1.0,24.0,5.0,16.0,2.0,271.0
전농동,1,48,3,4,5,4,26,8,17,10,2,25,37,1,2,1,2,21,9,486,3.0,2.0,3.0,13.0,1.0,45.0,8.0,31.0,5.0,263.0
답십리동,0,41,0,6,2,2,17,0,14,14,4,24,50,2,1,0,3,25,10,395,2.0,0.0,6.0,16.0,0.0,41.0,2.0,26.0,2.0,217.0
장안동,1,59,2,16,4,3,39,7,27,27,7,48,54,2,2,1,3,53,34,985,3.0,2.0,29.0,29.0,2.0,68.0,11.0,47.0,6.0,618.0
청량리동,0,24,0,0,3,3,7,0,5,7,1,20,55,0,1,1,2,16,10,259,0.0,1.0,1.0,7.0,2.0,15.0,1.0,10.0,1.0,139.0
회기동,0,9,1,1,2,0,4,0,11,11,2,16,8,0,1,0,1,16,2,378,1.0,1.0,0.0,11.0,0.0,40.0,2.0,11.0,2.0,227.0
휘경동,0,31,0,6,1,5,18,0,9,12,0,20,18,1,1,1,2,10,4,271,1.0,0.0,3.0,13.0,0.0,38.0,5.0,25.0,1.0,168.0
이문동,0,37,1,1,1,4,13,0,8,6,0,21,23,1,1,0,0,13,3,408,2.0,3.0,0.0,7.0,0.0,38.0,8.0,20.0,4.0,236.0
면목동,3,125,5,8,6,9,66,0,36,23,1,44,98,5,4,1,3,120,34,1445,2.0,2.0,3.0,29.0,2.0,123.0,13.0,83.0,4.0,1032.0
상봉동,1,31,2,3,1,3,19,14,12,16,2,18,47,1,0,0,0,67,17,632,2.0,1.0,11.0,17.0,0.0,55.0,9.0,34.0,3.0,444.0
중화동,1,42,4,3,4,5,16,0,7,7,1,13,33,1,1,1,0,45,10,419,1.0,1.0,0.0,7.0,2.0,34.0,6.0,31.0,2.0,311.0
묵동,1,50,1,4,2,1,20,8,12,7,0,16,41,0,1,0,2,37,11,420,0.0,0.0,3.0,9.0,0.0,41.0,6.0,20.0,1.0,315.0
망우동,0,67,0,3,4,2,23,0,16,8,3,24,39,2,1,1,0,43,12,517,1.0,1.0,0.0,8.0,2.0,72.0,11.0,39.0,3.0,374.0
신내동,2,69,1,6,3,2,19,0,17,9,1,24,25,0,1,1,6,13,8,336,2.0,1.0,0.0,11.0,0.0,46.0,7.0,23.0,4.0,255.0
성북동,0,35,2,1,0,0,7,0,4,1,0,0,6,0,1,0,0,2,0,94,0.0,0.0,0.0,4.0,1.0,27.0,1.0,7.0,0.0,60.0
성북동1가,0,7,0,0,0,0,0,0,3,1,0,1,6,1,0,0,0,0,0,44,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,29.0
돈암동,0,46,0,5,1,1,12,3,3,3,0,7,16,1,1,0,3,1,0,81,2.0,3.0,0.0,3.0,0.0,18.0,3.0,4.0,4.0,40.0
동소문동1가,0,2,1,0,0,0,0,0,2,2,0,3,8,0,0,0,0,0,1,26,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,13.0
동소문동2가,0,3,0,0,0,0,0,0,2,2,0,5,10,0,0,0,0,3,1,73,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,35.0
동소문동3가,0,2,0,0,1,0,0,0,0,1,0,3,8,0,0,0,0,1,4,13,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
동소문동4가,0,2,2,0,1,0,3,0,0,1,0,2,3,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,9.0
동소문동5가,0,2,0,0,1,0,2,0,1,2,0,2,6,0,0,0,0,1,4,88,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,59.0
동소문동6가,0,2,0,0,1,0,0,0,1,2,0,5,23,0,0,0,0,1,0,26,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,15.0
동소문동7가,0,3,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0
삼선동1가,1,5,0,0,0,1,1,0,2,0,0,2,3,0,0,0,0,1,1,31,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,23.0
삼선동2가,0,13,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,5,4,72,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,45.0
삼선동3가,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,12,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
삼선동4가,0,3,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,2,1,57,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,37.0
삼선동5가,0,5,0,0,0,0,0,0,2,1,0,1,6,0,0,0,0,3,0,71,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,42.0
동선동1가,0,2,0,0,0,0,0,5,3,7,1,6,13,0,0,0,0,18,7,278,0.0,1.0,0.0,0.0,0.0,20.0,3.0,1.0,1.0,157.0
동선동2가,0,6,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,3,1,118,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,70.0
동선동3가,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,39,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,26.0
동선동4가,1,2,1,1,0,0,0,0,2,0,1,3,14,0,0,0,0,1,1,47,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,22.0
동선동5가,0,1,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,1,1,31,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,18.0
안암동1가,0,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,14.0
안암동2가,0,6,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,11.0
안암동3가,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
안암동4가,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
안암동5가,1,20,1,0,1,1,0,0,7,6,1,10,9,0,0,0,0,14,10,334,0.0,0.0,0.0,0.0,3.0,45.0,8.0,15.0,0.0,220.0
보문동4가,0,1,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,25,1.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,17.0
보문동5가,0,1,0,0,0,1,1,0,1,0,0,3,5,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,15.0
보문동6가,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,8.0
보문동7가,0,2,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,1,1,48,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,31.0
보문동1가,1,4,0,0,0,1,1,0,1,3,0,0,3,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0
보문동2가,0,1,0,0,0,0,3,0,2,0,0,1,4,0,0,0,0,1,0,18,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,9.0
보문동3가,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
정릉동,0,133,6,10,5,6,27,0,19,10,2,27,38,3,2,0,3,19,22,522,2.0,0.0,0.0,12.0,0.0,67.0,14.0,37.0,2.0,323.0
길음동,1,39,3,2,1,2,13,0,24,9,0,21,35,2,1,1,2,6,5,241,9.0,6.0,1.0,8.0,1.0,41.0,5.0,16.0,8.0,153.0
종암동,1,57,2,6,2,4,17,0,9,7,2,19,35,1,1,1,0,12,10,285,0.0,1.0,1.0,9.0,0.0,43.0,6.0,17.0,1.0,177.0
하월곡동,1,54,1,6,2,3,20,0,16,10,1,25,36,0,1,0,4,23,13,418,2.0,1.0,0.0,10.0,2.0,54.0,11.0,17.0,5.0,281.0
상월곡동,1,11,0,3,0,2,3,0,2,1,0,1,5,0,1,0,0,0,2,70,0.0,0.0,0.0,1.0,0.0,8.0,2.0,6.0,0.0,51.0
장위동,0,99,1,1,2,6,24,0,10,5,0,23,24,2,0,1,1,11,14,341,3.0,2.0,0.0,7.0,0.0,37.0,4.0,27.0,3.0,220.0
석관동,1,30,2,2,2,4,15,0,6,6,0,17,34,1,1,0,3,16,13,352,2.0,2.0,0.0,6.0,2.0,29.0,4.0,13.0,2.0,238.0
미아동,2,150,6,3,13,5,67,6,41,22,8,58,202,3,3,2,4,94,33,1456,4.0,6.0,10.0,28.0,3.0,84.0,16.0,55.0,11.0,713.0
번동,0,98,3,7,5,4,25,6,10,7,4,18,66,0,2,1,2,36,14,435,2.0,0.0,4.0,10.0,2.0,25.0,9.0,24.0,2.0,212.0
수유동,1,144,1,4,8,6,50,9,34,16,3,34,126,1,4,1,0,161,40,1467,2.0,6.0,48.0,21.0,4.0,77.0,13.0,55.0,8.0,784.0
우이동,0,16,0,0,1,0,6,0,3,0,0,8,7,1,0,0,2,9,4,175,0.0,0.0,0.0,1.0,0.0,11.0,1.0,10.0,0.0,94.0
쌍문동,0,94,7,6,4,3,33,0,12,20,6,18,44,0,2,1,6,31,20,473,1.0,1.0,0.0,21.0,0.0,61.0,4.0,41.0,2.0,340.0
방학동,0,78,2,10,5,6,28,7,26,19,5,16,45,1,2,2,4,76,42,634,3.0,1.0,0.0,22.0,0.0,59.0,3.0,47.0,4.0,443.0
창동,2,114,6,12,6,5,34,5,32,31,3,33,75,0,2,1,5,80,48,784,5.0,2.0,18.0,30.0,1.0,100.0,14.0,51.0,7.0,543.0
도봉동,1,82,2,7,4,5,21,0,11,7,2,10,23,0,2,0,7,44,17,452,0.0,2.0,0.0,6.0,0.0,41.0,2.0,27.0,2.0,322.0
월계동,1,106,3,7,3,4,17,0,23,11,1,25,65,3,1,1,0,35,16,449,1.0,1.0,0.0,13.0,1.0,56.0,18.0,28.0,2.0,300.0
공릉동,4,107,5,11,3,7,24,0,34,20,2,40,97,1,1,1,0,45,26,775,3.0,1.0,0.0,23.0,2.0,123.0,20.0,48.0,4.0,562.0
하계동,1,55,0,6,1,5,12,0,7,3,0,15,23,1,0,1,0,2,2,181,0.0,1.0,0.0,6.0,2.0,38.0,6.0,11.0,1.0,142.0
상계동,6,191,12,21,8,7,60,17,70,49,10,99,361,2,4,2,0,145,50,1695,1.0,5.0,21.0,62.0,7.0,210.0,28.0,85.0,7.0,1153.0
중계동,1,75,5,17,7,1,28,11,30,18,1,40,130,1,2,0,0,34,14,561,3.0,4.0,0.0,17.0,6.0,95.0,15.0,27.0,6.0,385.0
수색동,0,18,1,0,0,2,5,0,2,0,0,5,9,1,0,1,0,3,3,89,1.0,1.0,0.0,0.0,0.0,8.0,2.0,5.0,1.0,52.0
녹번동,2,23,2,5,1,3,14,1,12,4,2,8,23,0,0,1,6,15,7,266,0.0,0.0,2.0,7.0,1.0,30.0,1.0,17.0,0.0,199.0
불광동,1,63,0,7,6,3,24,0,16,13,2,17,76,2,1,0,5,12,14,449,0.0,7.0,8.0,14.0,1.0,36.0,4.0,18.0,7.0,343.0
갈현동,2,72,3,8,5,1,20,0,14,15,2,15,44,1,1,0,1,57,30,695,0.0,1.0,12.0,18.0,0.0,45.0,5.0,27.0,1.0,478.0
구산동,1,34,1,3,0,0,14,0,12,3,2,7,22,1,0,0,7,1,1,117,1.0,1.0,0.0,4.0,0.0,21.0,2.0,11.0,1.0,95.0
대조동,2,26,2,2,1,0,12,9,16,12,2,20,89,0,1,0,1,16,13,416,0.0,4.0,12.0,11.0,0.0,31.0,10.0,16.0,2.0,311.0
응암동,0,82,4,6,6,4,30,0,28,28,2,30,93,1,2,0,3,46,32,720,3.0,3.0,23.0,28.0,1.0,64.0,9.0,22.0,3.0,536.0
역촌동,0,51,3,4,3,1,17,0,17,14,1,16,37,1,1,1,0,25,20,401,1.0,2.0,0.0,19.0,0.0,36.0,3.0,11.0,2.0,296.0
신사동,4,74,6,27,10,7,39,17,89,63,12,94,699,1,2,0,2,39,20,2269,4.0,2.0,13.0,72.0,53.0,212.0,18.0,73.0,6.0,1756.0
증산동,2,12,0,5,1,1,7,0,8,3,0,9,19,1,0,0,0,8,11,143,0.0,0.0,0.0,2.0,0.0,10.0,1.0,5.0,0.0,102.0
진관동,1,61,1,4,1,2,16,8,30,7,1,22,53,2,1,1,9,3,3,311,0.0,1.0,0.0,8.0,1.0,52.0,6.0,13.0,1.0,242.0
충정로2가,0,11,1,1,1,0,0,0,1,1,0,2,9,0,0,0,0,4,1,103,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,71.0
충정로3가,2,18,0,1,0,1,2,0,2,1,0,1,5,0,0,0,0,1,2,145,0.0,0.0,0.0,0.0,1.0,14.0,3.0,4.0,0.0,103.0
합동,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0
미근동,0,3,0,1,0,0,1,0,0,1,0,2,4,0,0,0,0,3,2,73,0.0,0.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,51.0
냉천동,0,6,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,2,85,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,64.0
천연동,0,8,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,18.0
옥천동,0,0,1,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,19,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
영천동,0,8,0,1,0,0,1,0,3,2,0,3,11,0,0,0,0,5,0,27,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,21.0
현저동,1,15,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
북아현동,0,26,0,0,2,0,11,0,7,1,1,9,16,1,0,1,0,3,4,151,0.0,0.0,0.0,3.0,0.0,21.0,2.0,13.0,0.0,83.0
홍제동,2,75,2,4,6,4,18,0,17,10,1,30,53,0,1,0,4,22,10,481,5.0,0.0,1.0,15.0,1.0,36.0,5.0,30.0,3.0,317.0
대현동,0,12,1,0,2,0,2,2,6,3,0,6,10,0,1,0,1,4,0,268,0.0,1.0,1.0,7.0,3.0,51.0,3.0,26.0,1.0,175.0
대신동,0,11,1,0,0,1,1,2,3,1,0,5,1,0,0,0,0,0,0,45,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,15.0
신촌동,0,4,0,0,0,0,0,8,7,0,1,1,1,1,0,0,0,0,0,20,0.0,1.0,0.0,0.0,0.0,17.0,2.0,5.0,1.0,15.0
봉원동,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
